image_name,size,shape,hemo_dist,inclusion
CDB_Sample125/jai_0000010_1215_1318.png,NORM,NONE,NONE,MALA
CDB_Sample156/jai_0000181_1226_477.png,NORM,ACAN,NONE,NONE
CDB_Sample030/jai_0000139_717_1348.png,NORM,OVAL,NONE,NONE
CDB_Sample189/jai_0000123_1802_243.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000142_289_547.png,NORM,ACAN,NONE,NONE
EH5_Siemens014/jai_0000064_886_640.png,NORM,HELM,NONE,NONE
CDB_Sample125/jai_0000315_500_517.png,NORM,NONE,NONE,MALA
CDB_Sample125/jai_0000274_744_1277.png,NORM,NONE,HYPO,NONE
CDB_Sample156/jai_0000395_425_432.png,NORM,ECHI,NONE,NONE
EH5_Siemens013/jai_0000803_348_846.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000019_533_371.png,NORM,NONE,HYPO,NONE
CDB_Sample189/jai_0000123_536_366.png,NORM,ECHI,NONE,NONE
CDB_Sample125/jai_0000182_59_417.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample125/jai_0000054_634_753.png,NORM,NONE,NONE,NONE
EH5_Siemens029/jai_0000133_1624_564.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000187_1025_815.png,NORM,NONE,NONE,NRBC
EH5_Siemens083/jai_0000098_950_417.png,MACR,NONE,HYPR,RETI
CDB_Sample125/jai_0000054_1227_1339.png,NORM,NONE,NONE,MALA
CDB_Sample189/jai_0000167_815_797.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000019_714_948.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0000057_559_318.png,NORM,NONE,HYPO,NONE
EH5_Siemens003/jai_0000006_949_450.png,MICR,SPHE,NONE,NONE
EH5_Siemens045/jai_0000136_1434_106.png,MICR,SCHI,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
EH5_Siemens003/jai_0000227_234_990.png,NORM,NONE,NONE,HOJO
EH5_Siemens008/jai_0001610_92_564.png,NORM,BITE,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens013/jai_0001060_1305_603.png,NORM,NONE,NONE,NONE
EH5_Siemens029/jai_0000310_1385_64.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000147_972_832.png,MICR,NONE,NONE,BAST
EH5_Siemens012/jai_0000192_561_1360.png,NORM,NONE,HYPO,NONE
CDB_Sample030/jai_0000185_1571_920.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
EH5_Siemens029/jai_0000692_1143_774.png,MICR,NONE,NONE,NONE
CDB_Sample189/jai_0000289_247_642.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000527_1568_438.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0000063_1825_1416.png,NORM,NONE,NONE,RETI
EH5_Siemens003/jai_0000980_1594_1100.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000020_454_494.png,NORM,ELLI,NONE,NONE
EH5_Siemens029/jai_0000439_1931_203.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000116_1668_628.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
EH5_Siemens083/jai_0000142_1101_246.png,NORM,TEAR,NONE,NONE
CDB_Sample030/jai_0000015_1646_1417.png,MICR,NONE,NONE,NONE
CDB_Sample189/jai_0000377_331_993.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000055_489_314.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000020_793_313.png,NORM,ELLI,NONE,NONE
EH5_Siemens012/jai_0001268_93_73.png,MICR,NONE,NONE,BAST
EH5_Siemens013/jai_0000847_1038_1067.png,MICR,NONE,NONE,NONE
CDB_Sample156/jai_0000608_1862_442.png,NORM,NONE,NONE,NONE
EH5_Siemens045/jai_0000011_1275_43.png,MICR,SCHI,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens037/jai_0000135_293_739.png,NORM,ACAN,NONE,NONE
CDB_Sample189/jai_0000117_1722_874.png,NORM,SICK,NONE,NONE
CDB_Sample189/jai_0000122_1859_296.png,NORM,NONE,NONE,HOJO
EH5_Siemens012/jai_0000318_118_730.png,NORM,NONE,NONE,NRBC
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
CDB_Sample189/jai_0000293_1806_1398.png,NORM,SICK,NONE,NONE
CDB_Sample189/jai_0000115_1480_968.png,NORM,NONE,NONE,HOJO
EH5_Siemens037/jai_0000657_717_416.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000079_1048_122.png,NORM,NONE,NONE,RETI
CDB_Sample012/jai_0000152_1650_1006.png,MICR,NONE,NONE,NONE
EH5_Siemens045/jai_0000184_183_207.png,NORM,HELM,NONE,NONE
CDB_Sample125/jai_0000053_948_623.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000143_462_726.png,NORM,OVAL,NONE,NONE
EH5_Siemens008/jai_0001437_1110_227.png,NORM,BITE,NONE,NONE
EH5_Siemens012/jai_0000179_921_876.png,NORM,NONE,NONE,NRBC
EH5_Siemens012/jai_0000003_660_213.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens083/jai_0000183_1202_1361.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000162_1355_1268.png,NORM,NONE,NONE,HOJO
CDB_Sample030/jai_0000103_173_416.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000656_1799_974.png,NORM,NONE,TARG,NONE
EH5_Siemens008/jai_0000449_1408_1408.png,NORM,OVAL,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample189/jai_0000079_1048_122.png,NORM,NONE,NONE,RETI
CDB_Sample030/jai_0000147_1398_238.png,NORM,OVAL,HYPO,NONE
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
EH5_Siemens012/jai_0000019_1370_269.png,NORM,NONE,HYPO,NONE
EH5_Siemens029/jai_0000479_1447_597.png,MICR,SCHI,NONE,NONE
CDB_Sample156/jai_0000095_580_519.png,NORM,ECHI,NONE,NONE
CDB_Sample189/jai_0000035_1175_773.png,NORM,NONE,NONE,PABO
EH5_Siemens008/jai_0000449_90_1197.png,NORM,NONE,STOM,NONE
EH5_Siemens041/jai_0000146_505_974.png,NORM,BITE,NONE,NONE
CDB_Sample030/jai_0000274_1057_553.png,MICR,SPHE,NONE,NONE
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0000003_1481_666.png,NORM,NONE,HYPR,NONE
EH5_Siemens012/jai_0000264_1380_1442.png,NORM,NONE,TARG,NONE
EH5_Siemens003/jai_0000158_631_309.png,NORM,NONE,HYPR,NONE
EH5_Siemens012/jai_0000057_1569_1060.png,NORM,NONE,NONE,NRBC
EH5_Siemens012/jai_0001477_753_715.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens083/jai_0000185_386_988.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000251_1862_751.png,NORM,SICK,NONE,NONE
EH5_Siemens003/jai_0000783_1121_845.png,NORM,NONE,NONE,RETI
CDB_Sample030/jai_0000141_1677_402.png,NORM,ECHI,NONE,NONE
EH5_Siemens029/jai_0000439_1517_220.png,NORM,NONE,NONE,HOJO
CDB_Sample125/jai_0000094_1341_774.png,NORM,HELM,NONE,NONE
CDB_Sample189/jai_0000167_103_1226.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
CDB_Sample156/jai_0000094_1842_523.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000020_1967_986.png,NORM,NONE,NONE,BAST
EH5_Siemens029/jai_0000568_557_1144.png,MICR,NONE,NONE,NONE
EH5_Siemens012/jai_0001512_779_1122.png,NORM,NONE,NONE,NRBC
CDB_Sample030/jai_0000018_1915_1401.png,NORM,NONE,HYPO,NONE
EH5_Siemens037/jai_0000395_1263_560.png,NORM,NONE,HYPO,NONE
EH5_Siemens013/jai_0001193_439_231.png,NORM,NONE,NONE,RETI
EH5_Siemens083/jai_0000179_1070_635.png,NORM,NONE,HYPR,NONE
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0001353_885_1111.png,NORM,NONE,HYPR,"BAST, RETI"
EH5_Siemens008/jai_0000287_1834_1021.png,MICR,NONE,NONE,NONE
CDB_Sample030/jai_0000273_1139_1358.png,NORM,OVAL,HYPO,NONE
EH5_Siemens012/jai_0000836_982_410.png,MICR,NONE,NONE,"BAST, RETI"
CDB_Sample125/jai_0000096_1318_731.png,MICR,NONE,NONE,NONE
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0000182_1166_926.png,NORM,NONE,TARG,NONE
CDB_Sample125/jai_0000053_1714_550.png,NORM,NONE,NONE,MALA
CDB_Sample030/jai_0000015_1793_536.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens083/jai_0000016_526_905.png,NORM,TEAR,NONE,NONE
CDB_Sample156/jai_0000270_1184_1068.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample189/jai_0000118_363_380.png,NORM,SICK,NONE,NONE
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0000277_1661_1118.png,MICR,SCHI,NONE,NONE
CDB_Sample189/jai_0000120_426_275.png,NORM,NONE,STOM,NONE
CDB_Sample125/jai_0000057_1753_528.png,NORM,NONE,NONE,NONE
EH5_Siemens083/jai_0000223_591_1387.png,MICR,NONE,NONE,NONE
CDB_Sample125/jai_0000317_1861_620.png,NORM,ECHI,NONE,NONE
EH5_Siemens013/jai_0000413_398_1404.png,NORM,NONE,NONE,NONE
EH5_Siemens013/jai_0001060_916_1234.png,NORM,NONE,NONE,RETI
CDB_Sample125/jai_0000273_785_238.png,NORM,NONE,NONE,MALA
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
EH5_Siemens029/jai_0000052_769_815.png,NORM,NONE,NONE,RETI
EH5_Siemens013/jai_0000371_615_1154.png,MICR,NONE,NONE,NONE
CDB_Sample156/jai_0000521_975_1235.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000231_1387_648.png,NORM,OVAL,HYPO,NONE
CDB_Sample012/jai_0000117_1472_304.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0001392_963_1359.png,NORM,ELLI,NONE,NONE
CDB_Sample156/jai_0000310_1167_111.png,NORM,ECHI,NONE,NONE
CDB_Sample156/jai_0000268_1719_858.png,NORM,ECHI,NONE,NONE
CDB_Sample156/jai_0000270_797_836.png,NORM,ACAN,NONE,NONE
EH5_Siemens008/jai_0001437_1023_613.png,NORM,NONE,HYPO,NONE
CDB_Sample030/jai_0000275_1332_198.png,NORM,OVAL,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
CDB_Sample189/jai_0000123_1918_253.png,NORM,NONE,NONE,PABO
CDB_Sample125/jai_0000094_227_554.png,NORM,NONE,NONE,MALA
CDB_Sample189/jai_0000160_1276_596.png,NORM,NONE,NONE,RETI
EH5_Siemens012/jai_0001599_995_346.png,MICR,NONE,NONE,BAST
EH5_Siemens003/jai_0000096_1514_494.png,NORM,NONE,NONE,HOJO
EH5_Siemens083/jai_0000142_400_1074.png,MICR,NONE,NONE,NONE
EH5_Siemens029/jai_0000568_860_68.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000003_1530_443.png,NORM,ELLI,NONE,NONE
EH5_Siemens045/jai_0000186_1249_692.png,NORM,BITE,NONE,NONE
CDB_Sample189/jai_0000374_1536_1219.png,NORM,NONE,NONE,RETI
EH5_Siemens083/jai_0000184_1053_1026.png,MICR,NONE,NONE,RETI
CDB_Sample189/jai_0000034_848_1294.png,NORM,SICK,NONE,NONE
CDB_Sample189/jai_0000166_1315_967.png,NORM,NONE,NONE,NONE
EH5_Siemens029/jai_0000479_1763_712.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000303_64_613.png,NORM,NONE,NONE,NRBC
EH5_Siemens013/jai_0000158_122_76.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0000139_1562_171.png,NORM,NONE,TARG,NONE
CDB_Sample156/jai_0000567_1834_90.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000057_1366_312.png,NORM,OVAL,NONE,"BAST, RETI"
CDB_Sample189/jai_0000115_1480_968.png,NORM,NONE,NONE,HOJO
EH5_Siemens012/jai_0000043_1189_192.png,MICR,SPHE,NONE,NONE
CDB_Sample189/jai_0000123_1918_253.png,NORM,NONE,NONE,PABO
EH5_Siemens041/jai_0000146_505_974.png,NORM,BITE,NONE,NONE
EH5_Siemens012/jai_0001512_564_319.png,NORM,NONE,TARG,BAST
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
EH5_Siemens013/jai_0000417_990_128.png,MICR,NONE,NONE,NONE
CDB_Sample125/jai_0000269_1898_814.png,NORM,NONE,NONE,NONE
EH5_Siemens003/jai_0000006_949_450.png,MICR,SPHE,NONE,NONE
CDB_Sample189/jai_0000034_1799_184.png,MICR,SPHE,NONE,NONE
CDB_Sample189/jai_0000038_751_204.png,NORM,NONE,NONE,"HOJO, RETI"
EH5_Siemens012/jai_0000277_961_800.png,MICR,NONE,NONE,RETI
EH5_Siemens029/jai_0000310_633_369.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000095_1081_957.png,NORM,NONE,NONE,NONE
EH5_Siemens003/jai_0000872_437_917.png,NORM,NONE,NONE,RETI
CDB_Sample189/jai_0000165_710_1330.png,MICR,NONE,NONE,PABO
CDB_Sample030/jai_0000142_1145_812.png,NORM,TEAR,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0000043_86_1253.png,NORM,NONE,NONE,BAST
EH5_Siemens003/jai_0000227_234_990.png,NORM,NONE,NONE,HOJO
EH5_Siemens003/jai_0000980_1598_536.png,MICR,NONE,NONE,NONE
CDB_Sample012/jai_0000066_314_540.png,NORM,NONE,NONE,NONE
CDB_Sample156/jai_0000138_1131_780.png,NORM,ECHI,NONE,NONE
CDB_Sample156/jai_0000181_809_1140.png,NORM,ECHI,NONE,NONE
CDB_Sample125/jai_0000316_1941_116.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000044_1235_582.png,NORM,ECHI,HYPR,NONE
CDB_Sample012/jai_0000029_401_1099.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000119_855_489.png,NORM,NONE,NONE,PABO
CDB_Sample012/jai_0000023_194_859.png,NORM,NONE,STOM,NONE
EH5_Siemens037/jai_0000009_330_524.png,NORM,NONE,NONE,NONE
EH5_Siemens013/jai_0000071_1428_956.png,NORM,NONE,NONE,RETI
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens029/jai_0000052_430_1150.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000187_1025_815.png,NORM,NONE,NONE,NRBC
EH5_Siemens037/jai_0000142_985_503.png,NORM,ELLI,NONE,NONE
EH5_Siemens012/jai_0001006_631_444.png,NORM,NONE,TARG,BAST
EH5_Siemens029/jai_0000225_1027_910.png,NORM,NONE,HYPR,NONE
EH5_Siemens012/jai_0000836_982_410.png,MICR,NONE,NONE,"BAST, RETI"
EH5_Siemens008/jai_0000150_1791_744.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens029/jai_0000395_1702_1126.png,NORM,TEAR,HYPR,NONE
EH5_Siemens003/jai_0000980_140_814.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000611_720_795.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0000147_972_832.png,MICR,NONE,NONE,BAST
EH5_Siemens045/jai_0000184_398_749.png,MICR,SCHI,NONE,NONE
CDB_Sample030/jai_0000056_235_1280.png,MICR,NONE,NONE,NONE
CDB_Sample012/jai_0000155_887_394.png,NORM,NONE,NONE,RETI
EH5_Siemens008/jai_0000287_588_1385.png,MICR,NONE,NONE,NONE
EH5_Siemens039/jai_0000351_1895_722.png,NORM,HELM,NONE,NONE
CDB_Sample012/jai_0000146_1038_1166.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
CDB_Sample189/jai_0000115_1328_266.png,NORM,SICK,NONE,NONE
CDB_Sample189/jai_0000246_1195_211.png,NORM,SICK,NONE,NONE
EH5_Siemens012/jai_0001173_1272_157.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens012/jai_0000003_1181_1021.png,MICR,NONE,NONE,NONE
CDB_Sample012/jai_0000153_731_1159.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
CDB_Sample189/jai_0000034_567_1093.png,NORM,SICK,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0000395_1004_511.png,NORM,NONE,NONE,BAST
EH5_Siemens083/jai_0000142_360_1226.png,NORM,ECHI,NONE,NONE
CDB_Sample189/jai_0000334_1519_21.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample012/jai_0000025_1940_406.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000312_1304_604.png,NORM,NONE,NONE,NONE
EH5_Siemens003/jai_0000158_499_1384.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0000021_1002_1192.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000655_1600_1327.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000263_976_600.png,MICR,NONE,NONE,NONE
EH5_Siemens003/jai_0000158_511_666.png,NORM,NONE,STOM,NONE
EH5_Siemens012/jai_0001609_1420_692.png,NORM,NONE,HYPR,"BAST, RETI"
CDB_Sample189/jai_0000166_428_784.png,MICR,NONE,NONE,NONE
CDB_Sample189/jai_0000373_102_421.png,NORM,NONE,STOM,NONE
EH5_Siemens013/jai_0001064_1566_1200.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens003/jai_0000278_606_843.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000905_62_1391.png,NORM,NONE,HYPR,"BAST, RETI"
CDB_Sample156/jai_0000394_686_83.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000116_72_394.png,NORM,NONE,NONE,BAST
EH5_Siemens083/jai_0001472_753_1032.png,MACR,NONE,HYPR,NONE
EH5_Siemens008/jai_0000921_222_1385.png,NORM,ECHI,NONE,NONE
CDB_Sample030/jai_0000139_793_1241.png,MICR,ELLI,NONE,NONE
EH5_Siemens008/jai_0000287_1294_247.png,NORM,NONE,NONE,NONE
EH5_Siemens014/jai_0000192_1233_1364.png,NORM,HELM,NONE,NONE
EH5_Siemens013/jai_0000158_503_425.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000189_1685_556.png,NORM,OVAL,NONE,NONE
EH5_Siemens012/jai_0000836_207_898.png,NORM,NONE,NONE,NRBC
CDB_Sample125/jai_0000268_1639_195.png,NORM,NONE,NONE,MALA
EH5_Siemens012/jai_0000995_442_1239.png,MICR,NONE,NONE,BAST
EH5_Siemens083/jai_0000183_1646_960.png,NORM,NONE,NONE,"BAST, RETI"
EH5_Siemens037/jai_0000395_1215_827.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000272_277_642.png,NORM,NONE,HYPO,NONE
EH5_Siemens012/jai_0001261_1830_454.png,MICR,NONE,NONE,BAST
CDB_Sample030/jai_0000099_483_1402.png,NORM,OVAL,NONE,NONE
CDB_Sample030/jai_0000277_646_1021.png,MICR,NONE,NONE,NONE
EH5_Siemens083/jai_0000356_801_652.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0001350_646_702.png,NORM,NONE,NONE,NONE
EH5_Siemens008/jai_0001350_1724_617.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001268_506_1175.png,MICR,NONE,NONE,"BAST, RETI"
EH5_Siemens012/jai_0000395_1899_710.png,MICR,SCHI,NONE,NONE
EH5_Siemens029/jai_0000569_846_136.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000155_218_969.png,MICR,NONE,NONE,NONE
EH5_Siemens029/jai_0000695_1861_196.png,NORM,NONE,NONE,NONE
EH5_Siemens003/jai_0000242_1580_439.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens037/jai_0000655_70_688.png,NORM,NONE,TARG,NONE
EH5_Siemens083/jai_0001428_620_616.png,MACR,NONE,NONE,NONE
CDB_Sample012/jai_0000029_1370_44.png,NORM,NONE,NONE,NONE
EH5_Siemens013/jai_0000327_198_78.png,MICR,SPHE,NONE,NONE
EH5_Siemens029/jai_0000440_1587_423.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0000043_908_1424.png,NORM,NONE,NONE,NRBC
EH5_Siemens012/jai_0001173_864_994.png,NORM,NONE,HYPR,"BAST, RETI"
EH5_Siemens012/jai_0000174_1622_1178.png,NORM,NONE,NONE,RETI
CDB_Sample189/jai_0000033_1277_554.png,NORM,NONE,NONE,PABO
CDB_Sample189/jai_0000079_1048_122.png,NORM,NONE,NONE,RETI
CDB_Sample030/jai_0000013_531_1353.png,NORM,NONE,HYPR,NONE
EH5_Siemens008/jai_0001350_67_702.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000139_1386_1264.png,NORM,ELLI,NONE,NONE
CDB_Sample030/jai_0000277_915_775.png,MICR,NONE,NONE,NONE
EH5_Siemens029/jai_0000398_239_1244.png,NORM,NONE,NONE,NONE
CDB_Sample125/jai_0000355_1840_94.png,NORM,NONE,NONE,NONE
EH5_Siemens013/jai_0000798_1496_637.png,NORM,TEAR,NONE,NONE
EH5_Siemens037/jai_0000399_1229_679.png,NORM,NONE,NONE,NONE
CDB_Sample189/jai_0000292_1940_457.png,NORM,NONE,NONE,RETI
EH5_Siemens012/jai_0001568_149_1104.png,NORM,NONE,HYPO,NONE
EH5_Siemens037/jai_0000009_731_76.png,NORM,ECHI,NONE,NONE
CDB_Sample125/jai_0000008_1589_276.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000657_1195_67.png,MICR,SCHI,NONE,NONE
EH5_Siemens037/jai_0000570_1005_452.png,NORM,ECHI,NONE,NONE
CDB_Sample156/jai_0000182_840_1298.png,NORM,ECHI,NONE,NONE
CDB_Sample030/jai_0000272_1720_217.png,MICR,SPHE,NONE,NONE
CDB_Sample189/jai_0000373_627_831.png,NORM,NONE,NONE,PABO
CDB_Sample030/jai_0000231_703_1291.png,NORM,ELLI,NONE,NONE
EH5_Siemens029/jai_0000822_41_1265.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
EH5_Siemens029/jai_0000871_1287_624.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000526_780_233.png,NORM,OVAL,NONE,NONE
EH5_Siemens012/jai_0001268_1072_216.png,MICR,OVAL,NONE,"HOJO, RETI"
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample189/jai_0000117_497_104.png,NORM,NONE,NONE,PABO
EH5_Siemens008/jai_0000241_919_1079.png,NORM,NONE,NONE,NONE
EH5_Siemens037/jai_0000527_618_502.png,NORM,NONE,HYPR,NONE
CDB_Sample012/jai_0000031_1666_720.png,NORM,NONE,STOM,NONE
CDB_Sample189/jai_0000034_1928_1227.png,NORM,NONE,NONE,HOJO
EH5_Siemens012/jai_0000057_374_1418.png,NORM,NONE,TARG,NONE
CDB_Sample156/jai_0000608_683_276.png,NORM,ECHI,NONE,NONE
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample030/jai_0000189_1354_653.png,NORM,ELLI,NONE,NONE
CDB_Sample030/jai_0000096_640_358.png,NORM,ELLI,NONE,NONE
CDB_Sample189/jai_0000121_1610_560.png,NORM,NONE,NONE,PABO
EH5_Siemens029/jai_0000398_629_1022.png,NORM,NONE,NONE,NONE
EH5_Siemens029/jai_0000822_234_721.png,NORM,NONE,NONE,NONE
CDB_Sample030/jai_0000188_1946_810.png,MICR,SPHE,NONE,NONE
EH5_Siemens012/jai_0000951_513_920.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
CDB_Sample125/jai_0000224_1224_993.png,NORM,NONE,NONE,MALA
EH5_Siemens012/jai_0000264_1196_1287.png,NORM,NONE,NONE,"BAST, HOJO, RETI"
EH5_Siemens012/jai_0000043_1502_867.png,NORM,NONE,TARG,NONE
CDB_Sample012/jai_0000109_1858_1042.png,NORM,NONE,NONE,NONE
CDB_Sample012/jai_0000116_1249_267.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001353_1286_1185.png,NORM,HELM,NONE,"BAST, HOJO"
CDB_Sample156/jai_0000096_461_1161.png,NORM,NONE,NONE,NONE
EH5_Siemens012/jai_0001437_654_1314.png,NORM,OVAL,NONE,"BAST, HOJO"
